,Company,Industry,Entrepreneur Gender,ASK_Amount,ASK_Equity,ASK_Valuation,Barbara  Corcoran,Mark  Cuban,Lori Greiner,Robert Herjavec,Daymond John,Kevin O'Leary,Guest,# Sharks,$ per shark,Deal_No,Deal_Yes
768,Goat Pet Products,Pet Products,Female,"$499,000",9.00%,"$5,544,444",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"$499,000",0,1
769,Dude Robe,Fashion / Beauty,Male,"$150,000",18.00%,"$833,333",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
770,The Long Hairs,Fashion / Beauty,Male,"$95,000",10.00%,"$950,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$100,000",0,1
771,Alice's Table,Business Services,Female,"$250,000",6.30%,"$4,000,000",0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,"$125,000",0,1
772,Zup,Fitness / Sports / Outdoors,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
773,Boobie Bar,Food and Beverage,Female,"$150,000",10.00%,"$1,500,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"$150,000",0,1
774,Pandaloon,Pet Products,Female,"$60,000",20.00%,"$300,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"$60,000",0,1
775,The Pop,Children / Education,Female,"$250,000",5.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"$250,000",0,1
776,RounderBum,Fashion / Beauty,Male,"$150,000",10.00%,"$1,500,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
777,Brush Hero,Lifestyle / Home,Male,"$500,000",10.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
778,Savy,Fashion / Beauty,Female,"$100,000",10.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
779,Guzzle Buddy,Food and Beverage,Mixed Team,"$400,000",10.00%,"$4,000,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1
780,Bouquet Bar,Lifestyle / Home,Male,"$150,000",10.00%,"$1,500,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$150,000",0,1
781,The Wingman,Fitness / Sports / Outdoors,Male,"$200,000",12.50%,"$1,600,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
782,Zuvaa,Fashion / Beauty,Female,"$460,000",10.00%,"$4,600,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
783,The Dough Bar,Food and Beverage,Mixed Team,"$300,000",15.00%,"$2,000,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"$300,000",0,1
784,ShowerPill,Health / Wellness,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
785,ChangEd,Children / Education,Male,"$250,000",15.00%,"$1,666,667",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$250,000",0,1
786,SnapClips,Fitness / Sports / Outdoors,Male,"$150,000",15.00%,"$1,000,000",0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,"$50,000",0,1
787,Sap!,Food and Beverage,Male,"$600,000",12.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
788,Radiate,Fitness / Sports / Outdoors,Male,"$50,000",20.00%,"$250,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"$100,000",0,1
789,Petrol,Pet Products,Mixed Team,"$150,000",20.00%,"$750,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
790,Everytable,Food and Beverage,Male,"$1,000,000",5.00%,"$20,000,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"$1,000,000",0,1
791,Gunnar Optiks,Lifestyle / Home,Male,"$750,000",5.00%,"$15,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"$750,000",0,1
792,Avocaderia,Food and Beverage,Male,"$300,000",10.00%,"$3,000,000",1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"$200,000",0,1
793,Solsource,Lifestyle / Home,Female,"$500,000",3.00%,"$16,666,667",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$500,000",0,1
794,Sunnova,Food and Beverage,Male,"$500,000",4.50%,"$11,111,111",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
795,Egg Mazing,Lifestyle / Home,Male,"$350,000",7.00%,"$5,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"$150,000",0,1
796,Hugo's Amazing Tape,Lifestyle / Home,Female,"$50,000",50.00%,"$100,000",0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,"$50,000",0,1
797,Coolpeds,Fitness / Sports / Outdoors,Male,"$250,000",5.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
798,Coinout,Software / Tech,Male,"$250,000",7.50%,"$3,333,333",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"$250,000",0,1
799,Bermie's,Fashion / Beauty,Male,"$200,000",20.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
800,Lace Your Face,Fashion / Beauty,Female,"$350,000",10.00%,"$3,500,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"$350,000",0,1
801,OA Foods,Food and Beverage,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,"$150,000",0,1
802,Thrive+,Health / Wellness,Male,"$400,000",10.00%,"$4,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
803,Final Straw,Lifestyle / Home,Mixed Team,"$625,000",5.00%,"$12,500,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
804,Bear Bowl,Lifestyle / Home,Mixed Team,"$100,000",20.00%,"$500,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
805,Le-Glue,Children / Education,Male,"$80,000",15.00%,"$533,333",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
806,Boxlock,Lifestyle / Home,Male,"$1,000,000",5.00%,"$20,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
807,Sanaía,Food and Beverage,Female,"$150,000",15.00%,"$1,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
808,Lug Bug,Children / Education,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
809,Ta-Ta Towels,Fashion / Beauty,Female,"$200,000",10.00%,"$2,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
810,Shed Defender,Pet Products,Male,"$250,000",10.00%,"$2,500,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
811,Soupergirl,Food and Beverage,Female,"$500,000",10.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
812,bundil,Software / Tech,Male,"$100,000",10.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
813,Beyond Sushi,Food and Beverage,Male,"$1,500,000",30.00%,"$5,000,000",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1
814,Cup Board Pro,Lifestyle / Home,Mixed Team,"$100,000",10.00%,"$1,000,000",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,1
815,Manscaped,Health / Wellness,Male,"$500,000",7.00%,"$7,142,857",0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,"$250,000",0,1
816,boomboom,Health / Wellness,Mixed Team,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
817,Cave Shake,Food and Beverage,Female,"$250,000",10.00%,"$2,500,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"$250,000",0,1
818,Butter Cloth,Fashion / Beauty,Male,"$250,000",10.00%,"$2,500,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
819,Handbag Raincoat,Fashion / Beauty,Female,"$300,000",25.00%,"$1,200,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
820,Rewardstock,Software / Tech,Male,"$200,000",5.00%,"$4,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
821,Wisp,Lifestyle / Home,Male,"$500,000",10.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
822,The Kombucha Shop,Food and Beverage,Female,"$350,000",10.00%,"$3,500,000",1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,"$100,000",0,1
823,Lockstraps,Lifestyle / Home,Male,"$200,000",20.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
824,Vade Nutrition,Food and Beverage,Mixed Team,"$250,000",10.00%,"$2,500,000",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,350000,0,1
825,Nui,Food and Beverage,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
826,Bottlekeeper,Lifestyle / Home,Male,"$1,000,000",5.00%,"$20,000,000",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,500000,0,1
827,Prank-O,Uncertain / Other,Male,"$640,000",8.00%,"$8,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
828,Ski-Z,Fitness / Sports / Outdoors,Male,"$50,000",15.00%,"$333,333",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
829,Oatmeals,Food and Beverage,Female,"$500,000",20.00%,"$2,500,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
830,Hire Santa,Business Services,Male,"$200,000",10.00%,"$2,000,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
831,Pop It Pal,Uncertain / Other,Mixed Team,"$250,000",10.00%,"$2,500,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"$250,000",0,1
832,Yumble,Food and Beverage,Mixed Team,"$500,000",4.00%,"$12,500,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"$500,000",0,1
833,BollyX,Fitness / Sports / Outdoors,Male,"$375,000",8.00%,"$4,687,500",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,$0,1,0
834,Mother,Food and Beverage,Mixed Team,"$400,000",10.00%,"$4,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
835,Moki Doorstep,Automotive,Mixed Team,"$150,000",5.00%,"$3,000,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"$3,000,000",0,1
836,Sproing Fitness,Fitness / Sports / Outdoors,Male,"$500,000",8.00%,"$6,250,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
837,Bruw,Food and Beverage,Male,"$50,000",25.00%,"$200,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$50,000",0,1
838,TushBaby,Children / Education,Female,"$200,000",10.00%,"$2,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"$200,000",0,1
839,Adventure Hunt,Fitness / Sports / Outdoors,Male,"$150,000",10.00%,"$1,500,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"$150,000",0,1
840,Uniform,Fashion / Beauty,Male,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
841,Pristine,Health / Wellness,Mixed Team,"$50,000",20.00%,"$250,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
842,Aquapaw,Pet Products,Male,"$200,000",7.50%,"$2,666,667",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
843,Sonnet James,Fashion / Beauty,Female,"$350,000",25.00%,"$1,400,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
844,Kitty Kasas,Pet Products,Mixed Team,"$200,000",20.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
845,Makeup Junkie Bags,Fashion / Beauty,Female,"$200,000",15.00%,"$1,333,333",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
846,Angel Shave Club,Fashion / Beauty,Mixed Team,"$300,000",10.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
847,Obvious Wines,Food and Beverage,Male,"$150,000",5.00%,"$3,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"$160,000",0,1
848,ZuGoPet,Pet Products,Female,"$100,000",10.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
849,Monti Kids,Children / Education,Female,"$200,000",2.50%,"$8,000,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"$200,000",0,1
850,Twist It Up Combs,Fashion / Beauty,Male,"$225,000",15.00%,"$1,500,000",0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,"$112,500",0,1
851,Fresh Bellies,Food and Beverage,Female,"$275,000",5.00%,"$5,500,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
852,SubSafe,Lifestyle / Home,Mixed Team,"$50,000",13.00%,"$384,615",0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,"$50,000",0,1
853,Zorpads,Fashion / Beauty,Mixed Team,"$150,000",8.00%,"$1,875,000",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1
854,Life Lift Systems,Lifestyle / Home,Male,"$550,000",15.00%,"$3,666,667",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"$550,000",0,1
855,CulrMix,Fashion / Beauty,Mixed Team,"$400,000",10.00%,"$4,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
856,Zookies,Pet Products,Male,"$50,000",20.00%,"$250,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
857,GOGA,Health / Wellness,Mixed Team,"$50,000",15.00%,"$333,333",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
858,Shower Toga,Lifestyle / Home,Female,"$80,000",33.00%,"$242,424",0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,"$40,000",0,1
859,ToyBox,Software / Tech,Mixed Team,"$150,000",5.00%,"$3,000,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
860,Moink Meat,Food and Beverage,Female,"$250,000",10.00%,"$2,500,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
861,Goalsetter,Software / Tech,Female,"$200,000",4.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
862,Jolly Roger,Software / Tech,Male,"$400,000",10.00%,"$4,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
863,Urban Float,Health / Wellness,Male,"$500,000",5.00%,"$10,000,000",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
864,Kudo Banz,Children / Education,Mixed Team,"$150,000",10.00%,"$1,500,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
865,Pooch Selfie,Pet Products,Male,"$100,000",20.00%,"$500,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1
866,Wild Earth,Pet Products,Male,"$550,000",5.00%,"$11,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
867,SilkRoll,Fashion / Beauty,Mixed Team,"$250,000",3.00%,"$8,333,333",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
868,Press Waffle Co.,Food and Beverage,Male,"$200,000",8.00%,"$2,500,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
869,Pickup Pools,Automotive,Male,"$100,000",25.00%,"$400,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
870,Dare-U-Go Bib,Children / Education,Female,"$350,000",10.00%,"$3,500,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
871,Nuchas Empanada,Food and Beverage,Male,"$2,000,000",8.00%,"$25,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
872,CertifiKID,Children / Education,Male,"$500,000",6.00%,"$8,333,333",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
873,Kanga Koozie,Lifestyle / Home,Male,"$100,000",10.00%,"$1,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
874,HAVEN Lock,Lifestyle / Home,Mixed Team,"$600,000",8.00%,"$7,500,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
875,Pricetitution,Media / Entertainment,Male,"$100,000",20.00%,"$500,000",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"$50,000",0,1
876,Luma Soda,Food and Beverage,Male,"$500,000",20.00%,"$2,500,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
877,Hydroviv,Lifestyle / Home,Male,"$400,000",10.00%,"$4,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
878,Flip-It,Lifestyle / Home,Male,"$500,000",10.00%,"$5,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
879,Maven's Creamery,Food and Beverage,Female,"$400,000",10.00%,"$4,000,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
880,Sapre,Business Services,Male,"$500,000",3.50%,"$14,285,714",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
881,Swoveralls,Fashion / Beauty,Male,"$150,000",15.00%,"$1,000,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
882,Somnifix,Health / Wellness,Male,"$500,000",10.00%,"$5,000,000",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
883,The Best Pocket Sqaure Holder,Fashion / Beauty,Male,"$250,000",15.00%,"$1,666,667",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
884,Basepaws,Pet Products,Female,"$250,000",5.00%,"$5,000,000",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"$125,000",0,1
885,The Bang Shack,Food and Beverage,Male,"$80,000",20.00%,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
886,Kymera,Fitness / Sports / Outdoors,Male,"$250,000",5.00%,"$5,000,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
887,DeskView,Lifestyle / Home,Male,"$150,000",7.50%,"$2,000,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
888,Saucemoto,Automotive,Male,"$45,000",15.00%,"$300,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
889,DoughP,Food and Beverage,Female,"$450,000",10.00%,"$4,500,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
890,Cubicall,Lifestyle / Home,Male,"$350,000",10.00%,"$3,500,000",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
891,Fat Shack,Food and Beverage,Male,"$250,000",7.50%,"$3,333,333",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
892,Quickflip,Fashion / Beauty,Male,"$500,000",5.00%,"$10,000,000",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
893,BatBnB,Lifestyle / Home,Male,"$100,000",16.00%,"$625,000",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1
894,CoyoteVest,Pet Products,Mixed Team,"$250,000",10.00%,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
