,Company,ASK_Amount,ASK_Equity,ASK_Valuation,Barbara  Corcoran,Mark  Cuban,Lori Greiner,Robert Herjavec,Daymond John,Kevin O'Leary,Guest,# Sharks,Deal_Yes,Industry_Automotive,Industry_Business Services,Industry_Children / Education,Industry_Fashion / Beauty,Industry_Fitness / Sports / Outdoors,Industry_Food and Beverage,Industry_Green/CleanTech,Industry_Health / Wellness,Industry_Lifestyle / Home,Industry_Media / Entertainment,Industry_Pet Products,Industry_Software / Tech,Industry_Travel,Industry_Uncertain / Other,Entrepreneur Gender_Female,Entrepreneur Gender_Male,Entrepreneur Gender_Mixed Team
720,Solemender,75000,10,750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
721,IceShaker,100000,15,666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
722,benjilock,200000,10,2000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
723,Ash & Anvil,100000,12,800000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
724,Mirmir,350000,10,3500000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
725,Kwik-hang,80000,20,400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
726,H3o Sports,120000,15,800000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
727,Novel Effect,500000,10,5000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,Father Figure,80000,15,533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
729,DrainWig,300000,5,6000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
730,Brazyn Life,225000,10,2250000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
731,GeoOrbital,500000,5,10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
732,Qeepsake,350000,10,3500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,WaiveCar,500000,2,25000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
734,Pearachute,500000,6,8333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735,No Mo-Stach,100000,25,400000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
736,Snoofybee,85000,10,850000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
737,DreamPad,800000,10,8000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
738,Snarky Tea,150000,25,600000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
739,BrilliantPad,500000,5,10000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
740,Bravo,150000,5,3000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
741,HoopMaps,100000,5,2000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
742,Glovestix,150000,10,1500000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
743,Grypmat,200000,10,2000000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
744,DNA Simple,100000,12,800000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
745,Robin,500000,5,10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
746,SmartGurlz,200000,5,4000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
747,Reely Hooked Fish Co.,75000,25,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
748,The Cut Buddy,300000,10,3000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
749,Slumberkins,175000,5,3500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
750,ProntoBev,100000,5,2000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
751,Hater,200000,5,4000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
752,Coco Taps,150000,10,1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
753,EverlyWell,1000000,5,20000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
754,Mush,300000,10,3000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
755,The Original Comfy,50000,20,250000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
756,Christmas Tree Hugger,100000,20,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
757,RokBlok,300000,15,2000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
758,Modern Christmas Trees,100000,10,1000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
759,Frywall,100000,10,1000000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
760,Elliptical Stroller,500000,40,1250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
761,Inirv,800000,8,10000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
762,birddogs,250000,1,16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
763,iFork,100000,5,2000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
764,Stasher,400000,5,8000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
765,Recharj,75000,15,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766,Detrapel,200000,20,1000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
767,Joe's Gourmet Fish Fry,150000,15,1000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
768,Goat Pet Products,499000,9,5544444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
769,Dude Robe,150000,18,833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
770,The Long Hairs,95000,10,950000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
771,Alice's Table,250000,6,4000000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,Zup,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
773,Boobie Bar,150000,10,1500000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
774,Pandaloon,60000,20,300000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
775,The Pop,250000,5,5000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
776,RounderBum,150000,10,1500000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
777,Brush Hero,500000,10,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
778,Savy,100000,10,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
779,Guzzle Buddy,400000,10,4000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
780,Bouquet Bar,150000,10,1500000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
781,The Wingman,200000,12,1600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
782,Zuvaa,460000,10,4600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
783,The Dough Bar,300000,15,2000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
784,ShowerPill,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
785,ChangEd,250000,15,1666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
786,SnapClips,150000,15,1000000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
787,Sap!,600000,12,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
788,Radiate,50000,20,250000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
789,Petrol,150000,20,750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
790,Everytable,1000000,5,20000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
791,Gunnar Optiks,750000,5,15000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
792,Avocaderia,300000,10,3000000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
793,Solsource,500000,3,16666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
794,Sunnova,500000,4,11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
795,Egg Mazing,350000,7,5000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
796,Hugo's Amazing Tape,50000,50,100000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
797,Coolpeds,250000,5,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
798,Coinout,250000,7,3333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
799,Bermie's,200000,20,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
800,Lace Your Face,350000,10,3500000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
801,OA Foods,300000,10,3000000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
802,Thrive+,400000,10,4000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
803,Final Straw,625000,5,12500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
804,Bear Bowl,100000,20,500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
805,Le-Glue,80000,15,533333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806,Boxlock,1000000,5,20000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
807,Sanaía,150000,15,1000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
808,Lug Bug,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
809,Ta-Ta Towels,200000,10,2000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
810,Shed Defender,250000,10,2500000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
811,Soupergirl,500000,10,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
812,bundil,100000,10,1000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
813,Beyond Sushi,1500000,30,5000000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
814,Cup Board Pro,100000,10,1000000,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
815,Manscaped,500000,7,7142857,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
816,boomboom,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
817,Cave Shake,250000,10,2500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
818,Butter Cloth,250000,10,2500000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
819,Handbag Raincoat,300000,25,1200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
820,Rewardstock,200000,5,4000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
821,Wisp,500000,10,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
822,The Kombucha Shop,350000,10,3500000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
823,Lockstraps,200000,20,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
824,Vade Nutrition,250000,10,2500000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
825,Nui,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
826,Bottlekeeper,1000000,5,20000000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
827,Prank-O,640000,8,8000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
828,Ski-Z,50000,15,333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
829,Oatmeals,500000,20,2500000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
830,Hire Santa,200000,10,2000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
831,Pop It Pal,250000,10,2500000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
832,Yumble,500000,4,12500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
833,BollyX,375000,8,4687500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
834,Mother,400000,10,4000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
835,Moki Doorstep,150000,5,3000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
836,Sproing Fitness,500000,8,6250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
837,Bruw,50000,25,200000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
838,TushBaby,200000,10,2000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
839,Adventure Hunt,150000,10,1500000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
840,Uniform,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
841,Pristine,50000,20,250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
842,Aquapaw,200000,7,2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
843,Sonnet James,350000,25,1400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
844,Kitty Kasas,200000,20,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
845,Makeup Junkie Bags,200000,15,1333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
846,Angel Shave Club,300000,10,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
847,Obvious Wines,150000,5,3000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
848,ZuGoPet,100000,10,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
849,Monti Kids,200000,2,8000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
850,Twist It Up Combs,225000,15,1500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
851,Fresh Bellies,275000,5,5500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
852,SubSafe,50000,13,384615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
853,Zorpads,150000,8,1875000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
854,Life Lift Systems,550000,15,3666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
855,CulrMix,400000,10,4000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
856,Zookies,50000,20,250000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
857,GOGA,50000,15,333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
858,Shower Toga,80000,33,242424,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
859,ToyBox,150000,5,3000000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
860,Moink Meat,250000,10,2500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
861,Goalsetter,200000,4,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
862,Jolly Roger,400000,10,4000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
863,Urban Float,500000,5,10000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
864,Kudo Banz,150000,10,1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
865,Pooch Selfie,100000,20,500000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
866,Wild Earth,550000,5,11000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
867,SilkRoll,250000,3,8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
868,Press Waffle Co.,200000,8,2500000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
869,Pickup Pools,100000,25,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
870,Dare-U-Go Bib,350000,10,3500000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
871,Nuchas Empanada,2000000,8,25000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
872,CertifiKID,500000,6,8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
873,Kanga Koozie,100000,10,1000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
874,HAVEN Lock,600000,8,7500000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
875,Pricetitution,100000,20,500000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
876,Luma Soda,500000,20,2500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
877,Hydroviv,400000,10,4000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
878,Flip-It,500000,10,5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
